10 63 58 0 1
1010 64 58 0 1
68010 65 58 0 1
72010 65 59 0 1
105010 66 59 0 1
137010 67 59 0 1
144010 67 60 0 1
166010 68 60 0 1
196010 69 60 0 1
216010 69 61 0 1
229010 70 61 0 1
270010 71 61 0 1
288010 71 62 0 1
360010 71 63 0 1
412010 70 63 0 1
432010 70 64 0 1
453010 69 64 0 1
486010 68 64 0 1
504010 68 65 0 1
516010 67 65 0 1
545010 66 65 0 1
576010 66 66 0 1
577010 65 66 0 1
614010 64 66 0 1
648010 64 67 0 1
681010 63 67 0 1
719010 64 67 0 1
720010 64 68 0 1
786010 65 68 0 1
792010 65 69 0 1
823010 66 69 0 1
855010 67 69 0 1
864010 67 70 0 1
884010 68 70 0 1
914010 69 70 0 1
936010 69 71 0 1
947010 70 71 0 1
988010 71 71 0 1
10 72 58 0 0
53010 73 58 0 0
72010 73 59 0 0
94010 74 59 0 0
127010 75 59 0 0
144010 75 60 0 0
156010 76 60 0 0
186010 77 60 0 0
216010 77 61 0 0
217010 78 61 0 0
255010 79 61 0 0
288010 79 62 0 0
322010 80 62 0 0
360010 79 63 0 0
427010 78 63 0 0
432010 78 64 0 0
464010 77 64 0 0
496010 76 64 0 0
504010 76 65 0 0
525010 75 65 0 0
555010 74 65 0 0
576010 74 66 0 0
588010 73 66 0 0
629010 72 66 0 0
648010 72 67 0 0
720010 72 68 0 0
771010 73 68 0 0
792010 73 69 0 0
812010 74 69 0 0
845010 75 69 0 0
864010 75 70 0 0
875010 76 70 0 0
904010 77 70 0 0
936010 78 71 0 0
973010 79 71 0 0
1000010 63 58 0 1
1001010 64 58 0 1
1068010 65 58 0 1
1072010 65 59 0 1
1105010 66 59 0 1
1137010 67 59 0 1
1144010 67 60 0 1
1166010 68 60 0 1
1196010 69 60 0 1
1216010 69 61 0 1
1229010 70 61 0 1
1270010 71 61 0 1
1288010 71 62 0 1
1360010 71 63 0 1
1412010 70 63 0 1
1432010 70 64 0 1
1453010 69 64 0 1
1486010 68 64 0 1
1504010 68 65 0 1
1516010 67 65 0 1
1545010 66 65 0 1
1576010 66 66 0 1
1577010 65 66 0 1
1614010 64 66 0 1
1648010 64 67 0 1
1681010 63 67 0 1
1719010 64 67 0 1
1720010 64 68 0 1
1786010 65 68 0 1
1792010 65 69 0 1
1823010 66 69 0 1
1855010 67 69 0 1
1864010 67 70 0 1
1884010 68 70 0 1
1914010 69 70 0 1
1936010 69 71 0 1
1947010 70 71 0 1
1988010 71 71 0 1
1000010 72 58 0 0
1053010 73 58 0 0
1072010 73 59 0 0
1094010 74 59 0 0
1127010 75 59 0 0
1144010 75 60 0 0
1156010 76 60 0 0
1186010 77 60 0 0
1216010 77 61 0 0
1217010 78 61 0 0
1255010 79 61 0 0
1288010 79 62 0 0
1322010 80 62 0 0
1360010 79 63 0 0
1427010 78 63 0 0
1432010 78 64 0 0
1464010 77 64 0 0
1496010 76 64 0 0
1504010 76 65 0 0
1525010 75 65 0 0
1555010 74 65 0 0
1576010 74 66 0 0
1588010 73 66 0 0
1629010 72 66 0 0
1648010 72 67 0 0
1720010 72 68 0 0
1771010 73 68 0 0
1792010 73 69 0 0
1812010 74 69 0 0
1845010 75 69 0 0
1864010 75 70 0 0
1875010 76 70 0 0
1904010 77 70 0 0
1936010 78 71 0 0
1973010 79 71 0 0
2000010 63 58 0 1
2001010 64 58 0 1
2068010 65 58 0 1
2072010 65 59 0 1
2105010 66 59 0 1
2137010 67 59 0 1
2144010 67 60 0 1
2166010 68 60 0 1
2196010 69 60 0 1
2216010 69 61 0 1
2229010 70 61 0 1
2270010 71 61 0 1
2288010 71 62 0 1
2360010 71 63 0 1
2412010 70 63 0 1
2432010 70 64 0 1
2453010 69 64 0 1
2486010 68 64 0 1
2504010 68 65 0 1
2516010 67 65 0 1
2545010 66 65 0 1
2576010 66 66 0 1
2577010 65 66 0 1
2614010 64 66 0 1
2648010 64 67 0 1
2681010 63 67 0 1
2719010 64 67 0 1
2720010 64 68 0 1
2786010 65 68 0 1
2792010 65 69 0 1
2823010 66 69 0 1
2855010 67 69 0 1
2864010 67 70 0 1
2884010 68 70 0 1
2914010 69 70 0 1
2936010 69 71 0 1
2947010 70 71 0 1
2988010 71 71 0 1
2000010 72 58 0 0
2053010 73 58 0 0
2072010 73 59 0 0
2094010 74 59 0 0
2127010 75 59 0 0
2144010 75 60 0 0
2156010 76 60 0 0
2186010 77 60 0 0
2216010 77 61 0 0
2217010 78 61 0 0
2255010 79 61 0 0
2288010 79 62 0 0
2322010 80 62 0 0
2360010 79 63 0 0
2427010 78 63 0 0
2432010 78 64 0 0
2464010 77 64 0 0
2496010 76 64 0 0
2504010 76 65 0 0
2525010 75 65 0 0
2555010 74 65 0 0
2576010 74 66 0 0
2588010 73 66 0 0
2629010 72 66 0 0
2648010 72 67 0 0
2720010 72 68 0 0
2771010 73 68 0 0
2792010 73 69 0 0
2812010 74 69 0 0
2845010 75 69 0 0
2864010 75 70 0 0
2875010 76 70 0 0
2904010 77 70 0 0
2936010 78 71 0 0
2973010 79 71 0 0
3000010 63 58 0 1
3001010 64 58 0 1
3068010 65 58 0 1
3072010 65 59 0 1
3105010 66 59 0 1
3137010 67 59 0 1
3144010 67 60 0 1
3166010 68 60 0 1
3196010 69 60 0 1
3216010 69 61 0 1
3229010 70 61 0 1
3270010 71 61 0 1
3288010 71 62 0 1
3360010 71 63 0 1
3412010 70 63 0 1
3432010 70 64 0 1
3453010 69 64 0 1
3486010 68 64 0 1
3504010 68 65 0 1
3516010 67 65 0 1
3545010 66 65 0 1
3576010 66 66 0 1
3577010 65 66 0 1
3614010 64 66 0 1
3648010 64 67 0 1
3681010 63 67 0 1
3719010 64 67 0 1
3720010 64 68 0 1
3786010 65 68 0 1
3792010 65 69 0 1
3823010 66 69 0 1
3855010 67 69 0 1
3864010 67 70 0 1
3884010 68 70 0 1
3914010 69 70 0 1
3936010 69 71 0 1
3947010 70 71 0 1
3988010 71 71 0 1
3000010 72 58 0 0
3053010 73 58 0 0
3072010 73 59 0 0
3094010 74 59 0 0
3127010 75 59 0 0
3144010 75 60 0 0
3156010 76 60 0 0
3186010 77 60 0 0
3216010 77 61 0 0
3217010 78 61 0 0
3255010 79 61 0 0
3288010 79 62 0 0
3322010 80 62 0 0
3360010 79 63 0 0
3427010 78 63 0 0
3432010 78 64 0 0
3464010 77 64 0 0
3496010 76 64 0 0
3504010 76 65 0 0
3525010 75 65 0 0
3555010 74 65 0 0
3576010 74 66 0 0
3588010 73 66 0 0
3629010 72 66 0 0
3648010 72 67 0 0
3720010 72 68 0 0
3771010 73 68 0 0
3792010 73 69 0 0
3812010 74 69 0 0
3845010 75 69 0 0
3864010 75 70 0 0
3875010 76 70 0 0
3904010 77 70 0 0
3936010 78 71 0 0
3973010 79 71 0 0
4000010 63 58 0 1
4001010 64 58 0 1
4068010 65 58 0 1
4072010 65 59 0 1
4105010 66 59 0 1
4137010 67 59 0 1
4144010 67 60 0 1
4166010 68 60 0 1
4196010 69 60 0 1
4216010 69 61 0 1
4229010 70 61 0 1
4270010 71 61 0 1
4288010 71 62 0 1
4360010 71 63 0 1
4412010 70 63 0 1
4432010 70 64 0 1
4453010 69 64 0 1
4486010 68 64 0 1
4504010 68 65 0 1
4516010 67 65 0 1
4545010 66 65 0 1
4576010 66 66 0 1
4577010 65 66 0 1
4614010 64 66 0 1
4648010 64 67 0 1
4681010 63 67 0 1
4719010 64 67 0 1
4720010 64 68 0 1
4786010 65 68 0 1
4792010 65 69 0 1
4823010 66 69 0 1
4855010 67 69 0 1
4864010 67 70 0 1
4884010 68 70 0 1
4914010 69 70 0 1
4936010 69 71 0 1
4947010 70 71 0 1
4988010 71 71 0 1
4000010 72 58 0 0
4053010 73 58 0 0
4072010 73 59 0 0
4094010 74 59 0 0
4127010 75 59 0 0
4144010 75 60 0 0
4156010 76 60 0 0
4186010 77 60 0 0
4216010 77 61 0 0
4217010 78 61 0 0
4255010 79 61 0 0
4288010 79 62 0 0
4322010 80 62 0 0
4360010 79 63 0 0
4427010 78 63 0 0
4432010 78 64 0 0
4464010 77 64 0 0
4496010 76 64 0 0
4504010 76 65 0 0
4525010 75 65 0 0
4555010 74 65 0 0
4576010 74 66 0 0
4588010 73 66 0 0
4629010 72 66 0 0
4648010 72 67 0 0
4720010 72 68 0 0
4771010 73 68 0 0
4792010 73 69 0 0
4812010 74 69 0 0
4845010 75 69 0 0
4864010 75 70 0 0
4875010 76 70 0 0
4904010 77 70 0 0
4936010 78 71 0 0
4973010 79 71 0 0
5000010 63 58 0 1
5001010 64 58 0 1
5068010 65 58 0 1
5072010 65 59 0 1
5105010 66 59 0 1
5137010 67 59 0 1
5144010 67 60 0 1
5166010 68 60 0 1
5196010 69 60 0 1
5216010 69 61 0 1
5229010 70 61 0 1
5270010 71 61 0 1
5288010 71 62 0 1
5360010 71 63 0 1
5412010 70 63 0 1
5432010 70 64 0 1
5453010 69 64 0 1
5486010 68 64 0 1
5504010 68 65 0 1
5516010 67 65 0 1
5545010 66 65 0 1
5576010 66 66 0 1
5577010 65 66 0 1
5614010 64 66 0 1
5648010 64 67 0 1
5681010 63 67 0 1
5719010 64 67 0 1
5720010 64 68 0 1
5786010 65 68 0 1
5792010 65 69 0 1
5823010 66 69 0 1
5855010 67 69 0 1
5864010 67 70 0 1
5884010 68 70 0 1
5914010 69 70 0 1
5936010 69 71 0 1
5947010 70 71 0 1
5988010 71 71 0 1
5000010 72 58 0 0
5053010 73 58 0 0
5072010 73 59 0 0
5094010 74 59 0 0
5127010 75 59 0 0
5144010 75 60 0 0
5156010 76 60 0 0
5186010 77 60 0 0
5216010 77 61 0 0
5217010 78 61 0 0
5255010 79 61 0 0
5288010 79 62 0 0
5322010 80 62 0 0
5360010 79 63 0 0
5427010 78 63 0 0
5432010 78 64 0 0
5464010 77 64 0 0
5496010 76 64 0 0
5504010 76 65 0 0
5525010 75 65 0 0
5555010 74 65 0 0
5576010 74 66 0 0
5588010 73 66 0 0
5629010 72 66 0 0
5648010 72 67 0 0
5720010 72 68 0 0
5771010 73 68 0 0
5792010 73 69 0 0
5812010 74 69 0 0
5845010 75 69 0 0
5864010 75 70 0 0
5875010 76 70 0 0
5904010 77 70 0 0
5936010 78 71 0 0
5973010 79 71 0 0
6000010 63 58 0 1
6001010 64 58 0 1
6068010 65 58 0 1
6072010 65 59 0 1
6105010 66 59 0 1
6137010 67 59 0 1
6144010 67 60 0 1
6166010 68 60 0 1
6196010 69 60 0 1
6216010 69 61 0 1
6229010 70 61 0 1
6270010 71 61 0 1
6288010 71 62 0 1
6360010 71 63 0 1
6412010 70 63 0 1
6432010 70 64 0 1
6453010 69 64 0 1
6486010 68 64 0 1
6504010 68 65 0 1
6516010 67 65 0 1
6545010 66 65 0 1
6576010 66 66 0 1
6577010 65 66 0 1
6614010 64 66 0 1
6648010 64 67 0 1
6681010 63 67 0 1
6719010 64 67 0 1
6720010 64 68 0 1
6786010 65 68 0 1
6792010 65 69 0 1
6823010 66 69 0 1
6855010 67 69 0 1
6864010 67 70 0 1
6884010 68 70 0 1
6914010 69 70 0 1
6936010 69 71 0 1
6947010 70 71 0 1
6988010 71 71 0 1
6000010 72 58 0 0
6053010 73 58 0 0
6072010 73 59 0 0
6094010 74 59 0 0
6127010 75 59 0 0
6144010 75 60 0 0
6156010 76 60 0 0
6186010 77 60 0 0
6216010 77 61 0 0
6217010 78 61 0 0
6255010 79 61 0 0
6288010 79 62 0 0
6322010 80 62 0 0
6360010 79 63 0 0
6427010 78 63 0 0
6432010 78 64 0 0
6464010 77 64 0 0
6496010 76 64 0 0
6504010 76 65 0 0
6525010 75 65 0 0
6555010 74 65 0 0
6576010 74 66 0 0
6588010 73 66 0 0
6629010 72 66 0 0
6648010 72 67 0 0
6720010 72 68 0 0
6771010 73 68 0 0
6792010 73 69 0 0
6812010 74 69 0 0
6845010 75 69 0 0
6864010 75 70 0 0
6875010 76 70 0 0
6904010 77 70 0 0
6936010 78 71 0 0
6973010 79 71 0 0
7000010 63 58 0 1
7001010 64 58 0 1
7068010 65 58 0 1
7072010 65 59 0 1
7105010 66 59 0 1
7137010 67 59 0 1
7144010 67 60 0 1
7166010 68 60 0 1
7196010 69 60 0 1
7216010 69 61 0 1
7229010 70 61 0 1
7270010 71 61 0 1
7288010 71 62 0 1
7360010 71 63 0 1
7412010 70 63 0 1
7432010 70 64 0 1
7453010 69 64 0 1
7486010 68 64 0 1
7504010 68 65 0 1
7516010 67 65 0 1
7545010 66 65 0 1
7576010 66 66 0 1
7577010 65 66 0 1
7614010 64 66 0 1
7648010 64 67 0 1
7681010 63 67 0 1
7719010 64 67 0 1
7720010 64 68 0 1
7786010 65 68 0 1
7792010 65 69 0 1
7823010 66 69 0 1
7855010 67 69 0 1
7864010 67 70 0 1
7884010 68 70 0 1
7914010 69 70 0 1
7936010 69 71 0 1
7947010 70 71 0 1
7988010 71 71 0 1
7000010 72 58 0 0
7053010 73 58 0 0
7072010 73 59 0 0
7094010 74 59 0 0
7127010 75 59 0 0
7144010 75 60 0 0
7156010 76 60 0 0
7186010 77 60 0 0
7216010 77 61 0 0
7217010 78 61 0 0
7255010 79 61 0 0
7288010 79 62 0 0
7322010 80 62 0 0
7360010 79 63 0 0
7427010 78 63 0 0
7432010 78 64 0 0
7464010 77 64 0 0
7496010 76 64 0 0
7504010 76 65 0 0
7525010 75 65 0 0
7555010 74 65 0 0
7576010 74 66 0 0
7588010 73 66 0 0
7629010 72 66 0 0
7648010 72 67 0 0
7720010 72 68 0 0
7771010 73 68 0 0
7792010 73 69 0 0
7812010 74 69 0 0
7845010 75 69 0 0
7864010 75 70 0 0
7875010 76 70 0 0
7904010 77 70 0 0
7936010 78 71 0 0
7973010 79 71 0 0
8000010 63 58 0 1
8001010 64 58 0 1
8068010 65 58 0 1
8072010 65 59 0 1
8105010 66 59 0 1
8137010 67 59 0 1
8144010 67 60 0 1
8166010 68 60 0 1
8196010 69 60 0 1
8216010 69 61 0 1
8229010 70 61 0 1
8270010 71 61 0 1
8288010 71 62 0 1
8360010 71 63 0 1
8412010 70 63 0 1
8432010 70 64 0 1
8453010 69 64 0 1
8486010 68 64 0 1
8504010 68 65 0 1
8516010 67 65 0 1
8545010 66 65 0 1
8576010 66 66 0 1
8577010 65 66 0 1
8614010 64 66 0 1
8648010 64 67 0 1
8681010 63 67 0 1
8719010 64 67 0 1
8720010 64 68 0 1
8786010 65 68 0 1
8792010 65 69 0 1
8823010 66 69 0 1
8855010 67 69 0 1
8864010 67 70 0 1
8884010 68 70 0 1
8914010 69 70 0 1
8936010 69 71 0 1
8947010 70 71 0 1
8988010 71 71 0 1
8000010 72 58 0 0
8053010 73 58 0 0
8072010 73 59 0 0
8094010 74 59 0 0
8127010 75 59 0 0
8144010 75 60 0 0
8156010 76 60 0 0
8186010 77 60 0 0
8216010 77 61 0 0
8217010 78 61 0 0
8255010 79 61 0 0
8288010 79 62 0 0
8322010 80 62 0 0
8360010 79 63 0 0
8427010 78 63 0 0
8432010 78 64 0 0
8464010 77 64 0 0
8496010 76 64 0 0
